"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"253511","81758 TELMO HOYLE DE LOS RIOS",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",876,39,NA,-79.07595,-8.0684,"Priorizada"
"253525","81764 LA CANTERA",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",753,33,NA,-79.07451,-8.05264,"Priorizada"
"253648","ABRAHAM LINCOLN",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",505,23,NA,-79.07246,-8.04948,"Priorizada"
"253766","1560 JESUS NAZARENO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",244,11,1,-79.04732,-8.08089,"Priorizada"
"253790","1576 JERUSALEN",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",357,13,NA,-79.054,-8.06797,"Priorizada"
"253912","CARLOS MANUEL COX ROSSE",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1284,58,NA,-79.05753,-8.06791,"Priorizada"
"253926","80036 SAN MARTIN DE PORRES",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1354,64,NA,-79.04401,-8.07269,"Priorizada"
"253931","80038 SAN FRANCISCO DE ASIS",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1353,58,NA,-79.04856,-8.06649,"Priorizada"
"253945","80039 MIGUEL GRAU SEMINARIO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",421,18,NA,-79.04161,-8.07985,"Priorizada"
"253950","80040 DIVINO MAESTRO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1469,60,1,-79.04684,-8.08074,"Priorizada"
"253969","80041 JOSE CARLOS MARIATEGUI",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1049,28,NA,-79.0369,-8.08279,"Priorizada"
"253974","80821 CESAR VALLEJO MENDOZA",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1970,84,NA,-79.03414,-8.08393,"Priorizada"
"253988","80822 SANTA MARIA DE LA ESPERANZA",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",2314,100,NA,-79.0542,-8.0674,"Priorizada"
"253993","80829 JOSE OLAYA",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",2247,82,NA,-79.04996,-8.0767,"Priorizada"
"254006","81608 SAN JOSE",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1814,69,NA,-79.0551,-8.0608,"Priorizada"
"254011","81748",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",821,35,NA,-79.06389,-8.06773,"Priorizada"
"254030","81751 DIOS ES AMOR",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1545,60,NA,-79.0531,-8.05656,"Priorizada"
"254049","81763",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",398,15,NA,-79.04693,-8.06178,"Priorizada"
"254105","MADRE DE CRISTO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión privada",666,26,NA,-79.04522,-8.08009,"Priorizada"
"254110","1702 SANTISIMO SACRAMENTO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión privada",711,37,NA,-79.03653,-8.08329,"Priorizada"
"254129","CRISTO REY",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión privada",1041,41,NA,-79.05023,-8.07098,"Priorizada"
"254148","FE Y ALEGRIA 36",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión privada",1305,63,NA,-79.0618,-8.0745,"Priorizada"
"254186","INDOAMERICANO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",247,19,3,-79.05275,-8.06233,"Priorizada"
"254233","ESTUDIANTES EXCELENTES",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",129,10,3,-79.05297,-8.06227,"Priorizada"
"254252","AMIGOS DE JESUS",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",464,31,NA,-79.05319,-8.0542,"Priorizada"
"254266","DANIEL ALCIDES CARRION",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",378,20,NA,-79.04911,-8.07847,"Priorizada"
"254271","DOS DE MAYO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",374,25,NA,-79.04102,-8.08042,"Priorizada"
"254346","LIBERTAD",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",392,21,NA,-79.04604,-8.07979,"Priorizada"
"254445","PERUANO IRLANDES",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",74,20,1,-79.04455,-8.08342,"Priorizada"
"657164","82071",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1003,41,NA,-79.04931,-8.04668,"Priorizada"
"657456","NIÑOS TALENTOS",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",40,4,1,-79.07936,-8.06362,"Priorizada"
"658615","81749 DIVINO JESUS",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",1311,48,NA,-79.07153,-8.06909,"Priorizada"
"659460","COLEGIO DE CIENCIAS ALBERT EINSTEIN",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",695,37,2,-79.05136,-8.06588,"Priorizada"
"754768","CRISTIANA JESUS EL MAESTRO",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",355,18,3,-79.052491,-8.062534,"Priorizada"
"791638","2312",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Pública de gestión directa",117,5,1,-79.07833,-8.06277,"Priorizada"
"80546","EL BUEN PASTOR",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","Privada",352,22,NA,-79.04235,-8.07824,"Priorizada"
