"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"313591","1267",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1408,62,NA,-76.91517,-11.98169,"Priorizada"
"313628","105",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",440,16,NA,-76.94133,-11.98381,"Priorizada"
"313633","1275",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",514,19,NA,-76.8961,-11.9717,"Priorizada"
"313652","COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE ENRIQUE GUZMAN Y VALLE",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1236,80,NA,-76.69895,-11.94414,"Priorizada"
"313708","0055 MANUEL GONZALES PRADA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",679,37,NA,-76.71179,-11.93982,"Priorizada"
"313713","0059 SANTA MARIA GORETTI",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",909,39,NA,-76.82186,-11.98143,"Priorizada"
"313727","0033 VIRGILIO ESPINOZA BARRIOS",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1145,50,NA,-76.91828,-12.01372,"Priorizada"
"313732","1190 FELIPE HUAMAN POMA DE AYALA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1574,85,NA,-76.68553,-11.92475,"Priorizada"
"313746","102",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",397,17,NA,-76.68493,-11.92492,"Priorizada"
"313765","0065 MARISCAL ANDRES A. CACERES",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",330,19,NA,-76.70291,-11.9336,"Priorizada"
"313789","1282 AYMON LA CRUZ LOPEZ",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",696,30,NA,-76.92308,-12.00228,"Priorizada"
"313794","1206 DANIEL ALCIDES CARRION",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",355,16,NA,-76.7298,-11.94819,"Priorizada"
"313845","0027 SAN ANTONIO JICAMARCA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",2541,94,NA,-76.94085,-11.98417,"Priorizada"
"313850","1234",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",285,12,NA,-76.71576,-11.93427,"Priorizada"
"313874","110",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",308,13,2,-76.91942,-12.0192,"Priorizada"
"313911","1195 CESAR VALLEJO",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",363,21,NA,-76.69933,-11.94207,"Priorizada"
"313930","1224",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",833,34,NA,-76.9226,-11.9964,"Priorizada"
"314005","1250",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",337,15,NA,-76.91196,-11.99723,"Priorizada"
"314034","1194",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",351,14,NA,-76.69095,-11.93454,"Priorizada"
"314048","0058 CUSCO",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",718,30,NA,-76.69056,-11.92888,"Priorizada"
"314067","1198 LA RIBERA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",544,31,NA,-76.70347,-11.94326,"Priorizada"
"314091","1193 EMILIO DEL SOLAR",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",558,23,NA,-76.69718,-11.9377,"Priorizada"
"314114","1200 SANTA MARIA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",425,20,NA,-76.716791,-11.948573,"Priorizada"
"314152","0051 JOSE F. SANCHEZ CARRION",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1749,85,NA,-76.86647,-11.99946,"Priorizada"
"314171","PABLO PATRON",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",545,38,NA,-76.68543,-11.92764,"Priorizada"
"314213","1233 MANUEL FERNANDO CABREL NICHO",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1859,71,NA,-76.8989,-11.9868,"Priorizada"
"314227","JOSEFA CARRILLO Y ALBORNOZ",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",574,39,NA,-76.68631,-11.92845,"Priorizada"
"314251","1223",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",335,12,NA,-76.93246,-12.00154,"Priorizada"
"314289","1277 DIVINO SALVADOR",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",971,42,NA,-76.9486,-11.9848,"Priorizada"
"314345","FOYER DE CHARITE SANTA ROSA",150118,"LIMA","LIMA","LURIGANCHO","Privada",692,43,NA,-76.81154,-11.97814,"Priorizada"
"314369","SANTA RITA DE CASIA",150118,"LIMA","LIMA","LURIGANCHO","Privada",256,13,1,-76.94702,-12.01796,"Priorizada"
"314388","SAN CARLOS",150118,"LIMA","LIMA","LURIGANCHO","Privada",392,29,NA,-76.69813,-11.93972,"Priorizada"
"314454","BEATA IMELDA",150118,"LIMA","LIMA","LURIGANCHO","Privada",691,72,NA,-76.73442,-11.958,"Priorizada"
"314473","CRISTO DE LA PAZ",150118,"LIMA","LIMA","LURIGANCHO","Privada",480,29,1,-76.93849,-11.98452,"Priorizada"
"314519","FE Y ALEGRIA 41",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión privada",1167,48,NA,-76.83804,-11.98122,"Priorizada"
"314604","NUESTRA SEÑORA DE LA SABIDURIA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión privada",818,46,NA,-76.82,-11.9798,"Priorizada"
"314637","SAN ISIDRO",150118,"LIMA","LIMA","LURIGANCHO","Privada",371,26,NA,-76.69467,-11.93699,"Priorizada"
"314661","SAN ISIDRO PATRON DE JICAMARCA",150118,"LIMA","LIMA","LURIGANCHO","Privada",653,28,NA,-76.94272,-11.97697,"Priorizada"
"314680","SANTA ROSA",150118,"LIMA","LIMA","LURIGANCHO","Privada",446,50,NA,-76.69814,-11.93658,"Priorizada"
"314722","UNION",150118,"LIMA","LIMA","LURIGANCHO","Privada",708,38,NA,-76.83953,-11.98809,"Priorizada"
"357764","20955-2 NACIONES UNIDAS",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",1764,72,NA,-76.910761,-11.979292,"Priorizada"
"357778","20955-13 PAULO FREIRE",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",417,20,NA,-76.900466,-11.977178,"Priorizada"
"357783","20955-14 SAGRADO CORAZON DE JESUS",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",745,44,NA,-76.95624,-12.00686,"Priorizada"
"505180","20955-15",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",822,44,NA,-76.929394,-11.98342,"Priorizada"
"517338","PADRE MIGUEL MARINA",150118,"LIMA","LIMA","LURIGANCHO","Pública de gestión directa",387,18,NA,-76.9545,-11.9936,"Priorizada"
