"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"279059","035 MARAVILLA DE JESUS",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",366,13,2,-79.8472,-6.80159,"Priorizada"
"279083","10053 JAVIER PEREZ DE CUELLAR",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",405,19,1,-79.829691,-6.838296,"Priorizada"
"279097","10054",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",472,22,NA,-79.87584,-6.82902,"Priorizada"
"279101","10717 JOSE MARIA ARGUEDAS",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",2682,126,NA,-79.83665,-6.79898,"Priorizada"
"279115","10796 CARLOS AUGUSTO SALAVERRY",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",2124,86,NA,-79.847853,-6.798454,"Priorizada"
"279120","11025 JUAN PABLO VIZCARDO Y GUZMAN",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",1513,63,NA,-79.83346,-6.7955,"Priorizada"
"279139","11026 MARISCAL ANDRES AVELINO CACERES",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",903,36,NA,-79.84204,-6.79288,"Priorizada"
"279144","11098 JUAN PABLO II",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Pública de gestión directa",451,17,NA,-79.83613,-6.80328,"Priorizada"
"279257","SAGRADO MAESTRO",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",354,17,NA,-79.84382,-6.7942,"Priorizada"
"279281","EL PEREGRINO",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",446,32,NA,-79.84249,-6.79989,"Priorizada"
"576196","CIMA",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",3817,116,NA,-79.85035,-6.80019,"Priorizada"
"649715","ADEU",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",430,28,NA,-79.8474,-6.79135,"Priorizada"
"674328","SALESIANO",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",120,15,1,-79.84211,-6.79651,"Priorizada"
"693379","MARIA DE LOS SANTOS",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",42,4,1,-79.84366,-6.80234,"Priorizada"
"829373","INTERNACIONAL PERUANO ESPAÑOL",140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA","Privada",861,44,NA,-79.832423,-6.808364,"Priorizada"
