"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Priorizado (preliminar)"
"040101","AREQUIPA","546232","SAN CAMILO","Pública de gestión directa",62,3,"NA",-71.53452,-16.40332,"No"
"040101","AREQUIPA","546576","JOYCE","Privada",190,12,"NA",-71.532033,-16.400733,"No"
"040101","AREQUIPA","546637","INGER","Privada",3,3,"NA",-71.53273,-16.39234,"No"
"040101","AREQUIPA","546722","SANTA LUCIA","Privada",614,34,"NA",-71.5393,-16.4037,"Sí"
"040101","AREQUIPA","546958","ACUARELA DEL SOL","Privada",112,18,"NA",-71.529847,-16.389564,"No"
"040101","AREQUIPA","546963","CONSUELITO","Privada",85,12,"NA",-71.53404,-16.39294,"No"
"040101","AREQUIPA","547057","TECSIG","Privada",28,6,"NA",-71.53196,-16.40173,"No"
"040101","AREQUIPA","547123","DE TIN MARIN","Privada",25,3,"NA",-71.540431,-16.417735,"No"
"040101","AREQUIPA","547137","PANAMERICANO","Privada",303,32,"NA",-71.5216,-16.4025,"Sí"
"040101","AREQUIPA","547203","PERUANO SUECO KIDS","Privada",37,4,"NA",-71.53027,-16.40384,"No"
"040101","AREQUIPA","547321","UNSA","Privada",129,6,"NA",-71.52419,-16.40535,"No"
"040101","AREQUIPA","547378","LUCIEN FREUD","Privada",621,28,"NA",-71.52573,-16.39927,"Sí"
"040101","AREQUIPA","547571","SANTA MARIA","Privada",73,24,"NA",-71.538423,-16.397816,"No"
"040101","AREQUIPA","547750","FARADAY","Privada",41,3,"NA",-71.53632,-16.40613,"No"
"040101","AREQUIPA","547825","LA VALLEJO","Privada",61,13,"NA",-71.52307,-16.40091,"No"
"040101","AREQUIPA","548009","EL UNIVERSITARIO","Privada",2,1,"NA",-71.53402,-16.3949,"No"
"040101","AREQUIPA","548052","EL TRENCITO","Privada",17,4,"NA",-71.53905,-16.4126,"No"
"040101","AREQUIPA","548146","TRILCE AREQUIPA","Privada",240,16,"NA",-71.54681,-16.39957,"No"
"040101","AREQUIPA","548151","FREINETT","Privada",36,14,"NA",-71.5307,-16.40535,"No"
"040101","AREQUIPA","548170","LOS RANGER'S","Privada",13,7,"NA",-71.52578,-16.39969,"No"
"040101","AREQUIPA","548226","HONORIO DELGADO ESPINOZA","Pública de gestión directa",320,19,"1",-71.53863,-16.41849,"Sí"
"040101","AREQUIPA","549607","SANTA ELENA","Privada",52,3,"NA",-71.537,-16.4073,"No"
"040101","AREQUIPA","550097","SAN GABRIEL","Privada",6,1,"NA",-71.52346,-16.40778,"No"
"040101","AREQUIPA","550101","ALFEREZ FAP RAUL J. LEGUIA DRAGO","Pública de gestión directa",119,22,"NA",-71.54236,-16.40437,"No"
"040101","AREQUIPA","550177","SAINTE CATHERINE LABOURE","Privada",29,7,"NA",-71.52143,-16.40354,"No"
"040101","AREQUIPA","551148","LA CANTUTA DE AREQUIPA","Privada",414,29,"NA",-71.527984,-16.395345,"Sí"
"040101","AREQUIPA","551638","AMIGOS DE JESUS","Privada",110,11,"NA",-71.521842,-16.399502,"No"
"040101","AREQUIPA","573131","CHIQUITINES 1-2-3","Privada",24,2,"NA",-71.54005,-16.41215,"No"
"040101","AREQUIPA","574116","MARIA AUXILIADORA","Privada",16,5,"NA",-71.52986,-16.40274,"No"
"040101","AREQUIPA","576573","REICH LA PERLA","Privada",174,18,"NA",-71.5298,-16.40715,"No"
"040101","AREQUIPA","578713","LUIS FELIPE DE ORLEANS","Privada",183,15,"NA",-71.53388,-16.40596,"No"
"040101","AREQUIPA","581386","GABRIELA MISTRAL","Privada",200,18,"NA",-71.51636,-16.40799,"No"
"040101","AREQUIPA","582164","HAPPY BOYS","Privada",22,3,"NA",-71.52964,-16.4038,"No"
"040101","AREQUIPA","583088","ADVENTISTA GENERAL JOSE DE SAN MARTIN","Privada",328,23,"NA",-71.54078,-16.4044,"Sí"
"040101","AREQUIPA","616791","BABY GENIUS","Privada",16,3,"NA",-71.5485,-16.4073,"No"
"040101","AREQUIPA","621434","EL BUEN MAESTRO","Privada",152,19,"NA",-71.53207,-16.39458,"No"
"040101","AREQUIPA","621655","EL BUEN MAESTRO","Privada",13,2,"NA",-71.53207,-16.39458,"No"
"040101","AREQUIPA","621962","SAN ALEJANDRO","Privada",32,3,"NA",-71.52748,-16.39553,"No"
"040101","AREQUIPA","625069","CANGURITO","Privada",38,8,"NA",-71.54654,-16.39872,"No"
"040101","AREQUIPA","644807","CIENCIAS APLICADAS CEDUNSA - SAN AGUSTIN","Privada",22,6,"NA",-71.5256,-16.39918,"No"
"040101","AREQUIPA","648532","JENS KNUDSEN","Privada",82,6,"NA",-71.52244,-16.40149,"No"
"040101","AREQUIPA","649211","CULTURA ORIENTAL","Privada",24,5,"NA",-71.54197,-16.40493,"No"
"040101","AREQUIPA","665710","LACORDAIRE SCHOOL","Privada",62,14,"NA",-71.53669,-16.40664,"No"
"040101","AREQUIPA","680758","PIE PEQUEÑO","Privada",42,5,"NA",-71.530201,-16.409456,"No"
"040101","AREQUIPA","690663","JENS KNUDSEN","Privada",66,6,"NA",-71.52261,-16.40196,"No"
"040101","AREQUIPA","691101","GIBBOR","Privada",3,1,"NA",-71.53547,-16.40999,"No"
"040101","AREQUIPA","717158","SANTA TERESITA V","Privada",3,1,"NA",-71.5296,-16.4074,"No"
"040101","AREQUIPA","748211","INTERNACIONAL ALBERT L. LEHNINGER","Privada",94,6,"NA",-71.5391,-16.4,"No"
"040101","AREQUIPA","748230","AMERICA HIGH SCHOOL","Privada",1,2,"NA",-71.53893,-16.39734,"No"
"040101","AREQUIPA","757615","SILVIA","Privada",2,1,"NA",-71.5291,-16.41,"No"
"040101","AREQUIPA","776143","GALILEANO PERUANO ITALIANO","Privada",87,8,"NA",-71.52241,-16.40049,"No"
"040101","AREQUIPA","785053","JHON BROMLEY","Privada",6,2,"NA",-71.5358,-16.40755,"No"
"040101","AREQUIPA","787293","SANTA CLARA DE JESUS","Privada",11,3,"NA",-71.5411,-16.4125,"No"
"040101","AREQUIPA","802566","AVANZAR","Privada",21,3,"NA",-71.5457,-16.39665,"No"
"040101","AREQUIPA","807818","DIVINO NIÑO CORPAIDOS","Privada",198,16,"NA",-71.525167,-16.4072,"No"
"040101","AREQUIPA","812787","CHAVES SCHOOL","Privada",66,19,"NA",-71.52982,-16.39723,"No"
"040101","AREQUIPA","826398","VIGOUSKY SCHOOL","Privada",31,3,"NA",-71.54042,-16.42022,"No"
"040101","AREQUIPA","827637","JESUS MARIA - SAN MARTIN DE PORRES","Pública de gestión privada",166,16,"NA",-71.5322,-16.39327,"No"
"040101","AREQUIPA","828038","ALLEGRA","Privada",11,2,"NA",-71.54776,-16.40163,"No"
"040101","AREQUIPA","832945","TALENT SCHOOL","Privada",320,23,"NA",-71.531233,-16.40145,"Sí"
"040101","AREQUIPA","833332","COLEGIO MAYOR MENDEL","Privada",622,26,"NA",-71.5329,-16.3925,"Sí"
"040101","AREQUIPA","834464","PALVELLA","Privada",26,3,"NA",-71.52947,-16.39906,"No"
"040101","AREQUIPA","835251","CULTURA ORIENTAL","Privada",8,4,"NA",-71.54191,-16.40392,"No"
"040101","AREQUIPA","839070","MENDEL UMACOLLO","Privada",396,25,"NA",-71.547067,-16.406,"Sí"
"040101","AREQUIPA","843755","PRINCIPE DE ASTURIAS","Privada",49,16,"NA",-71.52812,-16.39612,"No"
"040101","AREQUIPA","849502","HADITA","Privada",24,3,"NA",-71.54653,-16.41005,"No"
"040101","AREQUIPA","849521","FARADAY","Privada",448,16,"NA",-71.53745,-16.39674,"Sí"
"040101","AREQUIPA","849880","FARADAY","Privada",203,10,"NA",-71.53162,-16.39768,"No"
"040101","AREQUIPA","850406","SANTA LUCIA","Privada",33,5,"NA",-71.53912,-16.40587,"No"
"040101","AREQUIPA","850430","CARITAS FELICES","Privada",24,5,"NA",-71.54487,-16.39823,"No"
"040101","AREQUIPA","850760","BRYCE S.A.C.","Privada",403,25,"NA",-71.52612,-16.39673,"Sí"
"040101","AREQUIPA","852373","SIR ALEXANDER FLEMING","Privada",160,9,"NA",-71.52931,-16.39754,"No"
"040101","AREQUIPA","852783","SIR ALEXANDER FLEMING","Privada",442,27,"NA",-71.532396,-16.39652,"Sí"
"040101","AREQUIPA","852839","KIDDIES","Privada",27,6,"NA",-71.54703,-16.39594,"No"
"040101","AREQUIPA","853513","CRECIENDO CON AMOR","Privada",14,3,"NA",-71.517817,-16.405589,"No"
"040101","AREQUIPA","861711","WORLD SCHOOL","Privada",89,6,"NA",-71.538815,-16.38971,"No"
"040101","AREQUIPA","900468","ESPARTA","Privada",29,7,"NA",-71.529086,-16.397073,"No"
"040101","AREQUIPA","901571","CRISTO BLANCO KIDS","Privada",54,3,"NA",-71.518357,-16.408489,"No"
