"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"144329","74 LOS PROCERES",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",341,12,NA,-77.11431,-11.86616,"Priorizada"
"144334","83 AMIGOS DE JESUS",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",327,13,NA,-77.120163,-11.829997,"Priorizada"
"144348","93 VIRGEN MARIA AUXILIADORA",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",393,14,NA,-77.10749,-11.87505,"Priorizada"
"144372","104 MI PEQUEÑO GRAN MUNDO",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",309,11,NA,-77.12715,-11.89061,"Priorizada"
"144391","106",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",251,9,1,-77.11657,-11.87738,"Priorizada"
"144452","132 SAGRADO CORAZON DE JESUS",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",309,11,NA,-77.12822,-11.89858,"Priorizada"
"144517","4020 JOSE SANTOS CHOCANO",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1527,32,NA,-77.11456,-11.87073,"Priorizada"
"144522","4021",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1255,53,NA,-77.114116,-11.943554,"Priorizada"
"144536","5051 VIRGEN DE FATIMA",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1813,69,NA,-77.11324,-11.86878,"Priorizada"
"144541","5052 VIRGEN DE LA MERCED",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1009,39,NA,-77.124247,-11.875876,"Priorizada"
"144555","5053 VICTOR ANDRES BELAUNDE",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1312,45,NA,-77.125546,-11.876105,"Priorizada"
"144560","5077 JOSE FAUSTINO SANCHEZ CARRION",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1341,53,NA,-77.1222,-11.830743,"Priorizada"
"144579","5086 POLITECNICO DE VENTANILLA",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1881,81,NA,-77.13047,-11.88222,"Priorizada"
"144584","5087",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",402,14,NA,-77.127563,-11.823785,"Priorizada"
"144598","5088 HEROES DEL PACIFICO",70106,"CALLAO","CALLAO","VENTANILLA","Pública de gestión directa",1385,50,NA,-77.130086,-11.889443,"Priorizada"
