"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"080101","CUSCO","002725","LAS FLORES","Privada",36,4,"NA",-71.97848,-13.52181,"No"
"080101","CUSCO","145908","447","Pública de gestión directa",83,3,"NA",-71.97176,-13.51593,"No"
"080101","CUSCO","145913","439 NIÑOS DE AMERICA","Pública de gestión directa",74,3,"NA",-71.96018,-13.51873,"No"
"080101","CUSCO","145927","440 ERNESTO GUNTHER","Pública de gestión directa",25,1,"NA",-71.97273,-13.51283,"No"
"080101","CUSCO","145932","454","Pública de gestión directa",45,3,"NA",-71.96899,-13.50892,"No"
"080101","CUSCO","145946","50859","Pública de gestión directa",168,7,"NA",-71.95643,-13.51465,"No"
"080101","CUSCO","145951","452","Pública de gestión directa",104,4,"NA",-71.94902,-13.51958,"No"
"080101","CUSCO","145965","455 SAN ISIDRO","Pública de gestión directa",107,4,"NA",-71.99241,-13.52155,"No"
"080101","CUSCO","145970","419 COLIBRI","Pública de gestión directa",109,4,"NA",-71.98845,-13.52134,"No"
"080101","CUSCO","145989","451 KUKULI","Pública de gestión directa",77,3,"NA",-71.991,-13.5137,"No"
"080101","CUSCO","145994","448","Pública de gestión directa",69,3,"NA",-71.989307,-13.511073,"No"
"080101","CUSCO","146007","50707 SIMON BOLIVAR","Pública de gestión directa",901,49,"NA",-71.99192,-13.51909,"Sí"
"080101","CUSCO","146012","NIÑO DE SAN CRISTOBAL","Pública de gestión directa",82,3,"NA",-71.9793,-13.51483,"No"
"080101","CUSCO","146031","50003 SANTA ROSA","Pública de gestión privada",435,21,"NA",-71.97748,-13.52107,"Sí"
"080101","CUSCO","146045","NIÑO JESUS","Pública de gestión directa",79,3,"NA",-71.97376,-13.5248,"No"
"080101","CUSCO","146050","87","Pública de gestión directa",243,10,"NA",-71.98641,-13.51749,"No"
"080101","CUSCO","146069","88","Pública de gestión directa",414,18,"NA",-71.97343,-13.51926,"Sí"
"080101","CUSCO","146074","89","Pública de gestión directa",283,14,"NA",-71.9641,-13.51986,"No"
"080101","CUSCO","146093","202","Pública de gestión directa",49,2,"NA",-71.960585,-13.512275,"No"
"080101","CUSCO","146106","204 MARIA MONTESSORI","Pública de gestión directa",129,5,"NA",-71.94585,-13.52478,"No"
