"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"298053","FELIPE SANTIAGO ESTENOS",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",1763,90,NA,-76.778078,-11.978433,"Priorizada"
"298067","0053 SAN VICENTE DE PAUL",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",534,31,NA,-76.75168,-11.97343,"Priorizada"
"298072","1188 JUAN PABLO II",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",630,30,NA,-76.79578,-11.98134,"Priorizada"
"298086","1189 ALBERTO RIVERA Y PIEROLA",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",765,30,NA,-76.77636,-11.97745,"Priorizada"
"298091","1199 MRCAL RAMON CASTILLA",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",1831,92,NA,-76.81782,-11.98866,"Priorizada"
"298109","1217 JORGE BASADRE",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",695,39,NA,-76.80669,-11.98632,"Priorizada"
"298114","1218 SAN LUIS MARIA DE MONTFORT",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",715,42,NA,-76.819345,-11.994525,"Priorizada"
"298133","787 ALMIRANTE MIGUEL GRAU",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",927,51,NA,-76.81384,-11.98621,"Priorizada"
"298171","1192 FLORENTINO PRAT",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",348,16,NA,-76.75645,-11.97222,"Priorizada"
"298208","115 SONRISAS Y COLORES",150107,"LIMA","LIMA","CHACLACAYO","Pública de gestión directa",339,17,NA,-76.81203,-11.9848,"Priorizada"
"298312","SACO OLIVEROS DE CHACLACAYO",150107,"LIMA","LIMA","CHACLACAYO","Privada",317,18,NA,-76.76259,-11.97684,"Priorizada"
"298369","NUESTRA SEÑORA DEL ROSARIO DE FATIMA",150107,"LIMA","LIMA","CHACLACAYO","Privada",310,23,NA,-76.761,-11.97642,"Priorizada"
"298487","CORONEL VICTOR FAJARDO",150107,"LIMA","LIMA","CHACLACAYO","Privada",59,15,1,-76.77541,-11.97999,"Priorizada"
"298524","LOMAS DE SANTA MARIA",150107,"LIMA","LIMA","CHACLACAYO","Privada",771,47,NA,-76.7479,-11.97106,"Priorizada"
"436511","CARMELITAS DEL INMACULADO CORAZON DE MARIA",150107,"LIMA","LIMA","CHACLACAYO","Privada",73,5,1,-76.78293,-11.97832,"Priorizada"
"651416","INNOVA SCHOOLS - CHACLACAYO",150107,"LIMA","LIMA","CHACLACAYO","Privada",655,50,NA,-76.75018,-11.97077,"Priorizada"
"808078","CORAZON DE MARIA",150107,"LIMA","LIMA","CHACLACAYO","Privada",117,11,1,-76.82109,-11.99057,"Priorizada"
