"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"343531","557",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",367,15,NA,-76.92331,-12.2286,"Priorizada"
"343550","628",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",370,15,NA,-76.92286,-12.21923,"Priorizada"
"343588","652",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",371,16,NA,-76.9393,-12.22285,"Priorizada"
"343673","652-17 CAPULLITO",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",439,17,NA,-76.9205,-12.22614,"Priorizada"
"343692","652 22 SEÑOR DE LOS MILAGROS",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",483,22,NA,-76.95102,-12.20616,"Priorizada"
"343710","652 24",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",530,28,NA,-76.95469,-12.21488,"Priorizada"
"343734","6004 SANTIAGO ANTUNEZ DE MAYOLO",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1205,62,NA,-76.96105,-12.19548,"Priorizada"
"343748","6048 JORGE BASADRE",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",2201,104,NA,-76.94711,-12.2074,"Priorizada"
"343753","6062 PERU EEUU",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1920,83,NA,-76.95185,-12.19948,"Priorizada"
"343767","6063 JOSE CARLOS MARIATEGUI",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1451,72,NA,-76.94336,-12.20085,"Priorizada"
"343772","6064 FRANCISCO BOLOGNESI",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1710,76,NA,-76.93622,-12.21011,"Priorizada"
"343786","6065 PERU INGLATERRA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1837,87,NA,-76.9419,-12.2076,"Priorizada"
"343791","6066 VILLA EL SALVADOR",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",2674,126,NA,-76.93987,-12.21334,"Priorizada"
"343809","6067 JUAN VELASCO ALVARADO",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1133,62,NA,-76.92738,-12.22465,"Priorizada"
"343814","6068 MANUEL GONZALES PRADA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1986,82,NA,-76.93209,-12.22581,"Priorizada"
"343828","6069 PACHACUTEC",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1988,95,NA,-76.93606,-12.21846,"Priorizada"
"343833","6070 HEROES DEL ALTO CENEPA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1444,68,NA,-76.95236,-12.19135,"Priorizada"
"343847","6071 REPUBLICA FEDERAL DE ALEMANIA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",2364,103,NA,-76.94643,-12.2239,"Priorizada"
"343852","6076 REPUBLICA DE NICARAGUA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",2027,90,NA,-76.93966,-12.2201,"Priorizada"
"343866","6080 ROSA DE AMERICA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",811,44,NA,-76.94673,-12.19712,"Priorizada"
"343871","6099 PERU ESPAÑA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1285,61,NA,-76.9536,-12.21089,"Priorizada"
"343885","7072 SAN MARTIN DE PORRES",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1136,62,NA,-76.94483,-12.19936,"Priorizada"
"343890","7077 VIRGEN DEL CARMEN",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",379,21,NA,-76.96735,-12.21796,"Priorizada"
"343908","7084 PERUANO SUIZO",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1937,98,NA,-76.92323,-12.22934,"Priorizada"
"343913","7090 FORJADORES DEL PERU",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",376,20,NA,-76.94151,-12.19227,"Priorizada"
"343927","7091 REPUBLICA DEL PERU",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",2326,104,NA,-76.94364,-12.22856,"Priorizada"
"343932","7092 JUAN PABLO II",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",477,26,NA,-76.94866,-12.18848,"Priorizada"
"343946","7093 REPUBLICA DE FRANCIA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1326,65,NA,-76.93405,-12.2293,"Priorizada"
"343951","7094 SASAKAWA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1316,64,NA,-76.95434,-12.20551,"Priorizada"
"343965","7095 PERU ITALIA",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",644,26,NA,-76.95851,-12.19393,"Priorizada"
"343970","7096 PRINCIPE DE ASTURIAS",150142,"LIMA","LIMA","VILLA EL SALVADOR","Pública de gestión directa",1823,86,NA,-76.94824,-12.21975,"Priorizada"
