"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"060101","CAJAMARCA","094536","821022","Pública de gestión directa",8,1,"NA",-78.587501,-6.949222,"No"
"060101","CAJAMARCA","094555","821062","Pública de gestión directa",50,3,"NA",-78.538191,-7.106708,"No"
"060101","CAJAMARCA","094579","821131","Pública de gestión directa",660,30,"NA",-78.51006,-7.17078,"Sí"
"060101","CAJAMARCA","094602","821180","Pública de gestión directa",25,2,"NA",-78.558832,-7.109003,"No"
"060101","CAJAMARCA","094616","821183","Pública de gestión directa",90,7,"NA",-78.500154,-7.204831,"No"
"060101","CAJAMARCA","094621","821185","Pública de gestión directa",43,3,"NA",-78.594141,-7.118444,"No"
"060101","CAJAMARCA","094635","821203","Pública de gestión directa",30,3,"NA",-78.552301,-7.046482,"No"
"060101","CAJAMARCA","094659","098","Pública de gestión directa",144,6,"NA",-78.515044,-7.147313,"No"
"060101","CAJAMARCA","094664","821263","Pública de gestión directa",38,3,"NA",-78.508387,-7.195845,"No"
"060101","CAJAMARCA","094678","821265","Pública de gestión directa",33,3,"NA",-78.584443,-7.165074,"No"
"060101","CAJAMARCA","094697","821285","Pública de gestión directa",88,6,"NA",-78.570805,-7.12584,"No"
"060101","CAJAMARCA","094701","821297","Pública de gestión directa",62,4,"NA",-78.589344,-7.074645,"No"
"060101","CAJAMARCA","094715","821327","Pública de gestión directa",5,1,"NA",-78.541788,-7.087725,"No"
"060101","CAJAMARCA","094720","821328","Pública de gestión directa",37,3,"NA",-78.547077,-7.187525,"No"
"060101","CAJAMARCA","094739","821350","Pública de gestión directa",36,3,"NA",-78.543615,-7.136054,"No"
"060101","CAJAMARCA","094758","821363","Pública de gestión directa",145,15,"NA",-78.54599,-7.1934,"No"
"060101","CAJAMARCA","094763","821372","Pública de gestión directa",3,1,"NA",-78.550134,-7.154029,"No"
"060101","CAJAMARCA","094777","821373","Pública de gestión directa",11,1,"NA",-78.568813,-7.086578,"No"
"060101","CAJAMARCA","094782","821396","Pública de gestión directa",34,2,"NA",-78.540655,-7.172316,"No"
"060101","CAJAMARCA","094819","83004","Pública de gestión directa",1062,52,"NA",-78.515546,-7.159233,"Sí"
"060101","CAJAMARCA","094838","821425","Pública de gestión directa",106,3,"NA",-78.586075,-7.062273,"No"
"060101","CAJAMARCA","094862","821469","Pública de gestión directa",13,1,"NA",-78.480594,-7.221616,"No"
"060101","CAJAMARCA","094881","CRISTO REY","Pública de gestión privada",881,43,"NA",-78.523111,-7.149571,"Sí"
"060101","CAJAMARCA","094895","RAFAEL LOAYZA GUEVARA","Pública de gestión directa",1158,62,"NA",-78.523878,-7.152532,"Sí"
"060101","CAJAMARCA","094904","JUAN XXIII","Pública de gestión directa",1781,98,"NA",-78.51013,-7.16242,"Sí"
"060101","CAJAMARCA","094937","NUESTRA SEÑORA DEL ROSARIO","Pública de gestión directa",162,11,"NA",-78.487134,-7.2123,"No"
"060101","CAJAMARCA","094956","LUIS REBAZA NEIRA","Pública de gestión directa",137,12,"NA",-78.552251,-7.10294,"No"
"060101","CAJAMARCA","094961","PEDRO VILLANUEVA ESPINOZA","Pública de gestión directa",157,12,"NA",-78.598483,-7.071576,"No"
"060101","CAJAMARCA","094975","CAJAMARCA","Pública de gestión directa",128,36,"NA",-78.50612,-7.16136,"No"
"060101","CAJAMARCA","094999","NIÑOS JESUS Y MARIA","Pública de gestión directa",182,10,"NA",-78.516421,-7.152981,"No"
"060101","CAJAMARCA","095017","INDO AMERICANO","Privada",107,15,"1",-78.52322,-7.1579,"Sí"
"060101","CAJAMARCA","095060","SAGRADO CORAZON DE JESUS","Privada",52,5,"NA",-78.51952,-7.15835,"No"
"060101","CAJAMARCA","095140","ACUARELA","Privada",181,13,"NA",-78.52095,-7.15611,"No"
"060101","CAJAMARCA","095159","RAMON CASTILLA","Privada",404,26,"NA",-78.51607,-7.15468,"Sí"
"060101","CAJAMARCA","095164","EL CARMEN","Privada",622,41,"NA",-78.49339,-7.14634,"Sí"
"060101","CAJAMARCA","095178","DAVY","Privada",719,71,"NA",-78.49539,-7.14634,"Sí"
"060101","CAJAMARCA","095183","BRUNING SCHOOL","Privada",21,3,"NA",-78.51471,-7.15002,"No"
"060101","CAJAMARCA","095220","MARIA DE NAZARET","Privada",187,19,"NA",-78.50603,-7.1489,"No"
"060101","CAJAMARCA","095244","JUAN PABLO II","Privada",55,3,"NA",-78.50667,-7.15975,"No"
"060101","CAJAMARCA","095258","RENOVACION MARIANO IBERICO","Privada",134,18,"NA",-78.49783,-7.18252,"No"
"060101","CAJAMARCA","095282","JOSE SABOGAL DIEGUEZ","Privada",272,25,"NA",-78.51328,-7.15775,"No"
"060101","CAJAMARCA","095319","SAN AGUSTIN","Privada",72,17,"NA",-78.51476,-7.15818,"No"
"060101","CAJAMARCA","095423","JOSE GALVEZ EGUSQUIZA","Privada",103,11,"NA",-78.51244,-7.15702,"No"
"060101","CAJAMARCA","095442","ALEXANDER VON HUMBOLDT","Privada",215,23,"NA",-78.5092,-7.1507,"No"
"060101","CAJAMARCA","095480","251 CORAZON DE MARIA","Pública de gestión privada",600,29,"NA",-78.5256,-7.16122,"Sí"
"060101","CAJAMARCA","095499","DIVINO MAESTRO","Pública de gestión privada",875,35,"NA",-78.498575,-7.17622,"Sí"
"060101","CAJAMARCA","095531","INMACULADA CONCEPCION","Pública de gestión privada",447,19,"NA",-78.50274,-7.1507,"Sí"
"060101","CAJAMARCA","096984","821238","Pública de gestión directa",39,3,"NA",-78.556322,-6.943735,"No"
"060101","CAJAMARCA","097484","82189","Pública de gestión directa",67,4,"NA",-78.47229,-7.195465,"No"
"060101","CAJAMARCA","472778","ANGELITOS DE DIOS","Privada",468,29,"NA",-78.50403,-7.1794,"Sí"
"060101","CAJAMARCA","473532","JORGE VIDAL ASENCIO","Privada",77,15,"NA",-78.51141,-7.17911,"No"
"060101","CAJAMARCA","511497","IRENE SILVA SANTOLALLA","Pública de gestión directa",91,7,"NA",-78.545605,-7.104892,"No"
"060101","CAJAMARCA","515278","PAULO FREIRE","Privada",97,10,"NA",-78.52076,-7.15518,"No"
"060101","CAJAMARCA","516452","SAN FERNANDO","Privada",671,32,"NA",-78.50394,-7.16195,"Sí"
"060101","CAJAMARCA","517357","JORGE BASADRE","Privada",109,7,"NA",-78.51344,-7.14669,"No"
"060101","CAJAMARCA","517362","NIÑO JESUS","Privada",84,12,"NA",-78.51162,-7.14878,"No"
"060101","CAJAMARCA","521627","BURBUJITAS","Privada",107,10,"NA",-78.51385,-7.15191,"No"
"060101","CAJAMARCA","521646","ISAAC NEWTON","Privada",833,52,"NA",-78.51916,-7.15825,"Sí"
"060101","CAJAMARCA","523933","118","Pública de gestión directa",37,2,"NA",-78.538191,-7.106708,"No"
"060101","CAJAMARCA","525574","GENERAL DE DIVISION RAFAEL HOYOS RUBIO","Pública de gestión directa",65,5,"NA",-78.49125,-7.16478,"No"
"060101","CAJAMARCA","529609","MONTESSORI","Privada",26,4,"NA",-78.523143,-7.155086,"No"
"060101","CAJAMARCA","538722","PEQUEÑO AMANECER","Privada",32,3,"NA",-78.51095,-7.14515,"No"
