"IDDIST";"DISTRITO";"Código de Local Educativo";"Nombre de Local Educativo";"Gestión";"Número de Estudiantes";"Número de Docentes";"Siniestros Fatales Registrados";"Longitud";"Latitud";"Local Educativo Priorizado (preliminar)"
"061001";"PEDRO GALVEZ";"012381";"821489";"Pública de gestión directa";12;2;"NA";-78.167276;-7.306468;"No"
"061001";"PEDRO GALVEZ";"131261";"82088";"Pública de gestión directa";123;8;"NA";-78.170404;-7.323943;"No"
"061001";"PEDRO GALVEZ";"131275";"012";"Pública de gestión directa";176;7;"NA";-78.166909;-7.334965;"No"
"061001";"PEDRO GALVEZ";"131299";"102";"Pública de gestión directa";16;1;"NA";-78.113133;-7.345088;"No"
"061001";"PEDRO GALVEZ";"131317";"163";"Pública de gestión directa";147;6;"NA";-78.172762;-7.334066;"No"
"061001";"PEDRO GALVEZ";"131322";"166";"Pública de gestión directa";15;1;"NA";-78.146653;-7.340926;"No"
"061001";"PEDRO GALVEZ";"131336";"190";"Pública de gestión directa";58;3;"NA";-78.170286;-7.332661;"No"
"061001";"PEDRO GALVEZ";"131341";"191";"Pública de gestión directa";10;1;"NA";-78.11397;-7.32825;"No"
"061001";"PEDRO GALVEZ";"131355";"230";"Pública de gestión directa";62;3;"NA";-78.175438;-7.318893;"No"
"061001";"PEDRO GALVEZ";"131360";"255";"Pública de gestión directa";8;1;"NA";-78.150946;-7.367134;"No"
"061001";"PEDRO GALVEZ";"131379";"316";"Pública de gestión directa";22;2;"NA";-78.142994;-7.321125;"No"
"061001";"PEDRO GALVEZ";"131398";"82053";"Pública de gestión directa";27;2;"NA";-78.20177;-7.299769;"No"
"061001";"PEDRO GALVEZ";"131402";"82081 SAGRADO CORAZON DE JESUS";"Pública de gestión directa";442;22;"1";-78.169732;-7.335753;"Sí"
"061001";"PEDRO GALVEZ";"131416";"82089";"Pública de gestión directa";85;7;"NA";-78.143654;-7.320726;"No"
"061001";"PEDRO GALVEZ";"131421";"82091";"Pública de gestión directa";38;3;"NA";-78.143763;-7.298326;"No"
"061001";"PEDRO GALVEZ";"131435";"82092";"Pública de gestión directa";35;3;"NA";-78.160595;-7.357825;"No"
"061001";"PEDRO GALVEZ";"131440";"82093";"Pública de gestión directa";42;3;"NA";-78.103723;-7.348292;"No"
