"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"239346","140",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",313,12,NA,-74.6396,-11.2521,"Priorizada"
"239407","652",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",102,4,1,-74.6342,-11.2459,"Priorizada"
"239445","31515 RAFAEL GASTELUA",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",2296,92,NA,-74.6405,-11.2507,"Priorizada"
"239469","30001-54",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",645,25,NA,-74.645752,-11.255549,"Priorizada"
"239539","30632 DIVINO NIÑO JESUS",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión privada",1170,58,NA,-74.634692,-11.249108,"Priorizada"
"239723","JOSE OLAYA",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",1224,65,NA,-74.6376,-11.2569,"Priorizada"
"239860","31834",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",281,12,NA,-74.639223,-11.245239,"Priorizada"
"239997","FRANCISCO IRAZOLA",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",1537,108,NA,-74.6421,-11.2525,"Priorizada"
"240142","PAMER",120601,"JUNIN","SATIPO","SATIPO","Privada",408,24,NA,-74.640303,-11.252008,"Priorizada"
"240156","SAN FRANCISCO DE ASIS",120601,"JUNIN","SATIPO","SATIPO","Privada",323,30,NA,-74.63825,-11.25305,"Priorizada"
"242693","31463",120601,"JUNIN","SATIPO","SATIPO","Pública de gestión directa",515,28,NA,-74.6237,-11.2114,"Priorizada"
"716837","EMANUEL",120601,"JUNIN","SATIPO","SATIPO","Privada",383,4,NA,-74.624,-11.25644,"Priorizada"
