"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"205092","TECHNOLOGY SCHOOLS DE LA MOLINA",150114,"LIMA","LIMA","LA MOLINA","Privada",428,25,NA,-76.96439,-12.07332,"Priorizada"
"307383","1286 HEROES DEL CENEPA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",627,32,1,-76.93775,-12.11708,"Priorizada"
"307401","1230 SULPICIO GARCIA PEÑALOZA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",1547,71,NA,-76.94153,-12.09547,"Priorizada"
"307415","1207 SAGRADO CORAZON DE JESUS",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",645,31,NA,-76.94327,-12.07712,"Priorizada"
"307458","1235 UNION LATINOAMERICANA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",1798,82,NA,-76.9426,-12.06467,"Priorizada"
"307463","140 VIRGEN DE LA MERCED",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",311,14,NA,-76.941279,-12.095732,"Priorizada"
"307477","1220 SAN JOSE MARELLO",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",1624,76,NA,-76.89061,-12.0867,"Priorizada"
"307482","136",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",494,22,NA,-76.94078,-12.06634,"Priorizada"
"307496","1140 AURELIO MIRO QUESADA SOSA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",1981,92,NA,-76.92801,-12.08439,"Priorizada"
"307514","0028 JESUS Y MARIA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",470,27,NA,-76.97365,-12.07615,"Priorizada"
"307528","1278 MIXTO LA MOLINA",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",2664,81,NA,-76.94457,-12.0704,"Priorizada"
"307533","FRANKLIN DELANO ROOSEVELT",150114,"LIMA","LIMA","LA MOLINA","Privada",1136,148,NA,-76.97153,-12.07763,"Priorizada"
"307552","ING. CARLOS LISSON BEINGOLEA",150114,"LIMA","LIMA","LA MOLINA","Privada",430,73,NA,-76.95108,-12.06741,"Priorizada"
"307571","JEAN LE BOULCH",150114,"LIMA","LIMA","LA MOLINA","Privada",418,27,NA,-76.94944,-12.06473,"Priorizada"
"307590","MAYOR PIP FELIX ROMAN TELLO ROJAS",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",922,45,NA,-76.93974,-12.07066,"Priorizada"
"307627","ANTONIO RAIMONDI",150114,"LIMA","LIMA","LA MOLINA","Privada",965,106,NA,-76.95135,-12.07373,"Priorizada"
"307632","SAGRADOS CORAZONES RECOLETA",150114,"LIMA","LIMA","LA MOLINA","Privada",1564,165,1,-76.96206,-12.07588,"Priorizada"
"307689","SAGRADO CORAZON DE LA MOLINA",150114,"LIMA","LIMA","LA MOLINA","Privada",450,34,NA,-76.95888,-12.06417,"Priorizada"
"307694","ALTAIR",150114,"LIMA","LIMA","LA MOLINA","Privada",706,93,NA,-76.95053,-12.0934,"Priorizada"
"307707","VILLA CARITAS",150114,"LIMA","LIMA","LA MOLINA","Privada",832,75,NA,-76.92146,-12.09922,"Priorizada"
"307793","LORD BYRON",150114,"LIMA","LIMA","LA MOLINA","Privada",533,79,NA,-76.90755,-12.08319,"Priorizada"
"307811","COLEGIO PERUANO NORTEAMERICANO ABRAHAM LINCOLN",150114,"LIMA","LIMA","LA MOLINA","Privada",1346,181,NA,-76.96776,-12.06776,"Priorizada"
"307972","HORMIGUITAS DE NEWMAN",150114,"LIMA","LIMA","LA MOLINA","Privada",458,32,NA,-76.94688,-12.10236,"Priorizada"
"308108","REINA DEL MUNDO",150114,"LIMA","LIMA","LA MOLINA","Privada",896,78,NA,-76.92596,-12.09238,"Priorizada"
"308113","REINA DE LOS ANGELES",150114,"LIMA","LIMA","LA MOLINA","Privada",525,61,NA,-76.92567,-12.07879,"Priorizada"
"308194","NEWTON COLLEGE",150114,"LIMA","LIMA","LA MOLINA","Privada",1225,188,NA,-76.92636,-12.08138,"Priorizada"
"308245","VILLA MARIA LA PLANICIE",150114,"LIMA","LIMA","LA MOLINA","Privada",1181,118,NA,-76.91048,-12.06875,"Priorizada"
"308250","WALDORF LIMA",150114,"LIMA","LIMA","LA MOLINA","Privada",308,30,NA,-76.97295,-12.0719,"Priorizada"
"308306","SAN PEDRO",150114,"LIMA","LIMA","LA MOLINA","Privada",762,82,NA,-76.9215,-12.09914,"Priorizada"
"308486","TRILCE DE LA MOLINA",150114,"LIMA","LIMA","LA MOLINA","Privada",620,64,NA,-76.95798,-12.07258,"Priorizada"
"718271","CAPITAN FAP JOSE ABELARDO QUIÑONES",150114,"LIMA","LIMA","LA MOLINA","Pública de gestión directa",1229,110,NA,-76.97001,-12.06783,"Priorizada"
"84453","AMERICAN CHILDREN",150114,"LIMA","LIMA","LA MOLINA","Privada",26,4,1,-76.89845,-12.08637,"Priorizada"
