"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"040520","MAJES","042241","DIVINA INFANCIA","Privada",14,1,"NA",-72.19299,-16.36378,"No"
"040520","MAJES","047451","SAGRADA FAMILIA","Privada",304,18,"NA",-72.19129,-16.36175,"Sí"
"040520","MAJES","070371","40097 REPUBLICA DE CANADA","Pública de gestión directa",243,14,"NA",-72.25839,-16.334877,"No"
"040520","MAJES","070385","40201 TECNICO AGROPECUARIO LA COLINA","Pública de gestión directa",310,23,"NA",-72.177381,-16.3442,"Sí"
"040520","MAJES","070390","40230 SAN ANTONIO DEL PEDREGAL","Pública de gestión directa",1581,66,"NA",-72.188064,-16.355583,"Sí"
"040520","MAJES","070408","40284 PEDRO PAULET MOSTAJO","Pública de gestión directa",315,16,"NA",-72.180577,-16.388559,"Sí"
"040520","MAJES","070470","40594 JUAN VELASCO A.","Pública de gestión directa",916,45,"NA",-72.200197,-16.336328,"Sí"
"040520","MAJES","070489","40625 CORAZON DE JESUS","Pública de gestión directa",683,42,"NA",-72.239278,-16.319544,"Sí"
"040520","MAJES","070494","40626 NUESTRA SEÑORA DEL PILAR","Pública de gestión directa",62,5,"NA",-72.296059,-16.335077,"No"
"040520","MAJES","070502","40628 WADE NEWBEGIN","Pública de gestión directa",31,2,"NA",-72.269927,-16.37369,"No"
"040520","MAJES","070516","40629 DIVINO NIÑO JESUS","Pública de gestión directa",333,24,"NA",-72.281154,-16.313314,"Sí"
"040520","MAJES","070535","40655 NUESTRA SEÑORA DEL CARMEN","Pública de gestión directa",95,4,"NA",-72.151201,-16.307137,"No"
"040520","MAJES","070540","40656 SAN FRANCISCO DE ASIS","Pública de gestión directa",518,27,"NA",-72.161223,-16.315072,"Sí"
"040520","MAJES","070559","40661 ISABEL KRIEGER BEATO","Pública de gestión directa",686,38,"NA",-72.203511,-16.302474,"Sí"
"040520","MAJES","070564","40666 ANTONIO RAYMONDI","Pública de gestión directa",121,8,"NA",-72.257955,-16.298352,"No"
"040520","MAJES","070578","41055","Pública de gestión directa",86,5,"NA",-72.22167,-16.389107,"No"
"040520","MAJES","070583","41061 JOSE ANTONIO ENCINAS","Pública de gestión directa",728,43,"NA",-72.281754,-16.350267,"Sí"
"040520","MAJES","070597","41062 DR. MARIO VARGAS LLOSA","Pública de gestión directa",383,19,"NA",-72.229857,-16.42095,"Sí"
"040520","MAJES","070601","41501 FRIED KRIEGER","Pública de gestión directa",26,2,"NA",-72.204777,-16.429321,"No"
"040520","MAJES","070615","41502","Pública de gestión directa",184,9,"NA",-72.242479,-16.405817,"No"
"040520","MAJES","070620","ALMIRANTE MIGUEL GRAU","Pública de gestión directa",1360,63,"NA",-72.189531,-16.358157,"Sí"
"040520","MAJES","070639","EL ALTO","Pública de gestión directa",115,5,"NA",-72.180473,-16.389202,"No"
"040520","MAJES","070644","EL PEDREGAL","Pública de gestión directa",308,12,"NA",-72.190245,-16.36115,"Sí"
"040520","MAJES","070658","EL PIONERO","Pública de gestión directa",81,3,"NA",-72.199483,-16.336695,"No"
"040520","MAJES","070682","JESUS EL BUEN PASTOR","Pública de gestión directa",36,2,"NA",-72.258644,-16.334646,"No"
"040520","MAJES","070700","IRRIGACION MAJES B-4","Pública de gestión directa",16,1,"NA",-72.269404,-16.374047,"No"
"040520","MAJES","070719","LA COLINA","Pública de gestión directa",85,3,"NA",-72.1743,-16.341596,"No"
"040520","MAJES","070757","40119","Pública de gestión directa",12,1,"NA",-72.199176,-16.403131,"No"
"040520","MAJES","070762","IRRIGACION MAJES C-3","Pública de gestión directa",30,1,"NA",-72.295933,-16.33531,"No"
"040520","MAJES","070781","NUESTRA SRA. DE LA PAZ","Privada",330,15,"NA",-72.263202,-16.328735,"Sí"
"040520","MAJES","070795","VIRGEN DE CHAPI","Privada",114,12,"NA",-72.19174,-16.35868,"No"
"040520","MAJES","070804","JUSTO JUEZ","Privada",221,26,"NA",-72.18816,-16.35287,"No"
"040520","MAJES","070837","SANTA TERESA DE LISIEUX","Privada",197,16,"NA",-72.174312,-16.339971,"No"
"040520","MAJES","070875","VALORES SCHOOL","Privada",131,11,"NA",-72.18831,-16.35857,"No"
"040520","MAJES","071460","CIENCIAS APLICADAS","Privada",339,26,"NA",-72.19283,-16.36402,"Sí"
"040520","MAJES","129135","40693","Pública de gestión directa",32,3,"NA",-72.206166,-16.27243,"No"
"040520","MAJES","129395","40692","Pública de gestión directa",125,6,"NA",-72.191302,-16.287896,"No"
"040520","MAJES","247884","SAN DIEGO","Privada",98,7,"NA",-72.18683,-16.35013,"No"
"040520","MAJES","248628","JESUS ES EL SEÑOR MAJES","Privada",7,1,"2",-72.19,-16.36336,"Sí"
