"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"020601","CARHUAZ","020116","070","Pública de gestión directa",331,15,"NA",-77.645572,-9.27964,"Sí"
"020601","CARHUAZ","020135","366","Pública de gestión directa",37,2,"NA",-77.656375,-9.276125,"No"
"020601","CARHUAZ","020140","409","Pública de gestión directa",23,2,"NA",-77.607364,-9.253901,"No"
"020601","CARHUAZ","020159","410","Pública de gestión directa",34,2,"NA",-77.567516,-9.283152,"No"
"020601","CARHUAZ","020183","86297 SEÑOR DE LOS AFLIGIDOS","Pública de gestión directa",143,16,"NA",-77.607885,-9.253716,"No"
"020601","CARHUAZ","020197","86298","Pública de gestión directa",28,3,"NA",-77.676055,-9.28466,"No"
"020601","CARHUAZ","020201","86299","Pública de gestión directa",37,4,"NA",-77.690448,-9.295849,"No"
"020601","CARHUAZ","020215","86300","Pública de gestión directa",4,2,"NA",-77.65082,-9.298556,"No"
"020601","CARHUAZ","020220","86301 VIRGEN PURISIMA","Pública de gestión directa",72,7,"NA",-77.680436,-9.316941,"No"
"020601","CARHUAZ","020239","86303 ESTHER LA ROSA SANCHEZ","Pública de gestión directa",19,2,"1",-77.639318,-9.287942,"Sí"
"020601","CARHUAZ","020244","86313 JOSE CARLOS MARIATEGUI","Pública de gestión directa",56,6,"NA",-77.575608,-9.275366,"No"
"020601","CARHUAZ","020263","86721 FORTUNATO CANCHA HUARCA","Pública de gestión directa",17,1,"NA",-77.680189,-9.330535,"No"
"020601","CARHUAZ","020277","86763 JUAN VELASCO ALVARADO","Pública de gestión directa",130,15,"NA",-77.568352,-9.281569,"No"
"020601","CARHUAZ","020282","86273","Pública de gestión directa",16,2,"NA",-77.642206,-9.303045,"No"
"020601","CARHUAZ","020296","86275 DELIA FIGUEROA AREVALO","Pública de gestión directa",26,2,"NA",-77.637319,-9.285808,"No"
"020601","CARHUAZ","020300","86293 SANTA URSULA","Pública de gestión directa",94,14,"NA",-77.615959,-9.256975,"No"
"020601","CARHUAZ","020319","86294","Pública de gestión directa",24,2,"NA",-77.637807,-9.27892,"No"
"020601","CARHUAZ","020324","86295","Pública de gestión directa",16,2,"NA",-77.662889,-9.311441,"No"
"020601","CARHUAZ","020338","86934","Pública de gestión directa",9,1,"NA",-77.646159,-9.29666,"No"
"020601","CARHUAZ","020343","86987","Pública de gestión directa",5,1,"NA",-77.66666,-9.340585,"No"
"020601","CARHUAZ","020357","86269 MARIA AUXILIADORA","Pública de gestión directa",1483,77,"NA",-77.647621,-9.278441,"Sí"
"020601","CARHUAZ","020362","NUESTRA SEÑORA DE LAS MERCEDES","Pública de gestión directa",1352,85,"NA",-77.645496,-9.284477,"Sí"
"020601","CARHUAZ","020404","86988-2","Pública de gestión directa",5,1,"NA",-77.66271,-9.289697,"No"
"020601","CARHUAZ","020418","86280-1","Pública de gestión directa",13,1,"NA",-77.611205,-9.251067,"No"
"020601","CARHUAZ","020423","MI PEQUEÑO MUNDO","Privada",29,3,"NA",-77.642674,-9.28127,"No"
"020601","CARHUAZ","020668","86757 ISAAC NEWTON","Pública de gestión directa",116,12,"NA",-77.716525,-9.298152,"No"
"020601","CARHUAZ","182745","86296 JUANA GARCIA VEGA","Pública de gestión directa",8,1,"NA",-77.655446,-9.279398,"No"
"020601","CARHUAZ","182788","363","Pública de gestión directa",22,2,"NA",-77.614577,-9.257628,"No"
"020601","CARHUAZ","530373","ALFRED NOBEL","Privada",371,25,"1",-77.648058,-9.282035,"Sí"
"020601","CARHUAZ","544855","JUAN MARIA VIANEY","Pública de gestión privada",79,3,"NA",-77.645322,-9.28242,"No"
"020601","CARHUAZ","566300","365","Pública de gestión directa",42,3,"NA",-77.675143,-9.284879,"No"
"020601","CARHUAZ","616116","SAN VIATOR","Privada",7,7,"NA",-77.645386,-9.282892,"No"
"020601","CARHUAZ","647981","SAN PEDRO","Privada",376,21,"NA",-77.64758,-9.280737,"Sí"
"020601","CARHUAZ","728251","619","Pública de gestión directa",9,1,"NA",-77.662889,-9.311441,"No"
"020601","CARHUAZ","740130","AMAUTA SCHOOL","Privada",76,9,"NA",-77.645386,-9.282892,"No"
"020601","CARHUAZ","759407","582","Pública de gestión directa",7,1,"NA",-77.582857,-9.276746,"No"
"020601","CARHUAZ","759412","583","Pública de gestión directa",11,1,"NA",-77.628732,-9.303552,"No"
"020601","CARHUAZ","759431","585","Pública de gestión directa",17,1,"1",-77.63972,-9.288393,"Sí"
"020601","CARHUAZ","818906","2644","Pública de gestión directa",4,1,"NA",-77.61138,-9.26,"No"
"020601","CARHUAZ","824120","JOB MOISES","Privada",88,13,"NA",-77.64514,-9.28097,"No"
"020601","CARHUAZ","827939","AVANTE 2","Privada",48,9,"NA",-77.6472,-9.28319,"No"
"020601","CARHUAZ","849229","NUESTRA SEÑORA SEDE DE LA SABIDURIA","Privada",111,7,"NA",-77.64222,-9.28453,"No"
