"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"130101","TRUJILLO","058048","SAN BENEDIT SCHOOLS","Privada",98,25,"NA",-79.00821,-8.10978,"No"
"130101","TRUJILLO","080585","CAMINO BRENT","Privada",118,6,"NA",-79.038,-8.08928,"No"
"130101","TRUJILLO","249519","206 SABER Y FANTASIA CON MARIA","Pública de gestión directa",222,10,"1",-79.01118,-8.10163,"Sí"
"130101","TRUJILLO","249524","207 ALFREDO PINILLOS GOICOCHEA","Pública de gestión directa",250,11,"NA",-79.01937,-8.10787,"No"
"130101","TRUJILLO","249538","208 MARIA INMACULADA","Pública de gestión directa",200,10,"NA",-79.01653,-8.1227,"No"
"130101","TRUJILLO","249543","209 SANTA ANA","Pública de gestión directa",439,17,"NA",-79.0271,-8.1168,"Sí"
"130101","TRUJILLO","249557","215","Pública de gestión directa",356,13,"NA",-79.02016,-8.09693,"Sí"
"130101","TRUJILLO","249562","252 NIÑO JESUS","Pública de gestión directa",353,14,"NA",-79.01593,-8.10784,"Sí"
"130101","TRUJILLO","249576","253 ISABEL HONORIO DE LAZARTE","Pública de gestión directa",414,18,"NA",-79.00797,-8.10312,"Sí"
"130101","TRUJILLO","249581","1564 RADIANTES CAPULLITOS","Pública de gestión directa",480,16,"NA",-79.0093,-8.09104,"Sí"
"130101","TRUJILLO","249595","1568 NIÑO JESUS DE PRAGA","Pública de gestión directa",163,6,"NA",-79.03976,-8.107511,"No"
"130101","TRUJILLO","249604","1591 LA CASA DEL NIÑO","Pública de gestión directa",202,9,"NA",-79.00922,-8.09968,"No"
"130101","TRUJILLO","249623","1593 DIVINO JESUS","Pública de gestión directa",111,5,"NA",-79.02547,-8.09513,"No"
"130101","TRUJILLO","249637","1602 NUEVO PERU","Pública de gestión directa",123,5,"NA",-79.05142,-8.10071,"No"
"130101","TRUJILLO","249642","1615","Pública de gestión directa",155,6,"NA",-79.01021,-8.11431,"No"
"130101","TRUJILLO","249656","1618 ESTRELLITAS DE JESUS","Pública de gestión directa",90,4,"NA",-79.03134,-8.12101,"No"
"130101","TRUJILLO","249675","1679 SAN JUAN BAUTISTA","Pública de gestión directa",38,2,"NA",-79.03981,-8.10838,"No"
"130101","TRUJILLO","249680","1681 HOSPITAL REGIONAL DOCENTE","Pública de gestión directa",24,2,"NA",-79.0413,-8.10427,"No"
"130101","TRUJILLO","249699","1685 MARIA INMACULADA","Pública de gestión directa",191,10,"NA",-79.03806,-8.09344,"No"
"130101","TRUJILLO","249703","1691 ESTRELLAS DEL SABER","Pública de gestión directa",23,2,"NA",-78.99841,-8.0949,"No"
"130101","TRUJILLO","249717","1700 DIVINO SALVADOR","Pública de gestión directa",145,6,"NA",-79.04512,-8.10397,"No"
"130101","TRUJILLO","249722","1712 SANTA ROSA","Pública de gestión directa",121,5,"NA",-79.02717,-8.10365,"No"
"130101","TRUJILLO","249741","1732","Pública de gestión directa",22,1,"NA",-79.01104,-8.11088,"No"
"130101","TRUJILLO","249755","1733 MI MUNDO MARAVILLOSO","Pública de gestión directa",223,10,"NA",-79.03323,-8.12451,"No"
"130101","TRUJILLO","249760","1777 DIVINO REDENTOR","Pública de gestión directa",37,2,"NA",-79.0068,-8.104,"No"
"130101","TRUJILLO","249779","1778 DIVINO NIÑO","Pública de gestión directa",134,6,"NA",-79.01553,-8.09669,"No"
"130101","TRUJILLO","249784","1678 JOSEFINA PINILLOS DE LARCO","Pública de gestión directa",133,8,"NA",-79.02997,-8.11518,"No"
