"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"462963","305",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",460,18,NA,-70.13194,-15.49314,"Priorizada"
"463024","314",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",403,18,NA,-70.14094,-15.48499,"Priorizada"
"463302","70536",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",1113,43,NA,-70.146288,-15.487922,"Priorizada"
"463316","70541 VIRGEN DE FATIMA",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",825,32,NA,-70.13178,-15.4931,"Priorizada"
"463321","70542",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",747,32,NA,-70.138508,-15.489797,"Priorizada"
"463335","70545 TUPAC AMARU",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",819,31,NA,-70.127713,-15.48968,"Priorizada"
"463340","70546",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",729,34,NA,-70.12675,-15.50498,"Priorizada"
"463359","70547",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",1146,42,NA,-70.128818,-15.484065,"Priorizada"
"463364","70548",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",644,31,1,-70.14352,-15.49226,"Priorizada"
"463378","70549 VIRGEN DEL CARMEN",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",558,25,NA,-70.15561,-15.48992,"Priorizada"
"463383","70550",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",1370,49,NA,-70.121435,-15.486474,"Priorizada"
"463420","70558",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",513,24,NA,-70.12271,-15.49349,"Priorizada"
"463444","70561",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",542,21,NA,-70.12072,-15.49782,"Priorizada"
"463458","70563",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",482,23,NA,-70.14198,-15.49952,"Priorizada"
"463463","70564",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",1014,41,NA,-70.1398,-15.48484,"Priorizada"
"463477","70565 MARIANO NUÑEZ",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",891,37,NA,-70.13373,-15.49028,"Priorizada"
"463547","70573",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",144,7,1,-70.179497,-15.521372,"Priorizada"
"463552","70576 MARISCAL JOSE DE SUCRE",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",550,25,NA,-70.13057,-15.48838,"Priorizada"
"463670","70607 JOSE BERNARDO ALCEDO RELUERTO",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",544,26,NA,-70.10937,-15.47822,"Priorizada"
"463689","70610",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",632,28,NA,-70.15193,-15.48097,"Priorizada"
"463707","70612",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",321,15,NA,-70.11624,-15.49005,"Priorizada"
"463731","70615",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",448,21,NA,-70.14709,-15.47948,"Priorizada"
"463750","70617 CESAR VALLEJO",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",650,28,NA,-70.11238,-15.47465,"Priorizada"
"463774","70619",211101,"PUNO","SAN ROMAN","JULIACA","Pública de gestión directa",514,21,NA,-70.11835,-15.48494,"Priorizada"
