"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"142491","LICEO NAVAL CONTRALMIRANTE MONTERO",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",1403,104,NA,-77.08853,-12.06211,"Priorizada"
"337380","096 EMILIA BARCIA BONIFFATTI",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",400,19,NA,-77.08496,-12.0634,"Priorizada"
"337399","0094 SANTA MARIA DE MARANGA",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",479,24,NA,-77.09374,-12.07584,"Priorizada"
"337422","1086 JESUS REDENTOR",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",1235,67,NA,-77.10465,-12.07567,"Priorizada"
"337436","16 ALMIRANTE MIGUEL GRAU",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",542,33,NA,-77.08223,-12.0908,"Priorizada"
"337441","24 ROSA IRENE INFANTES DE CANALES",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",453,36,NA,-77.0812,-12.08371,"Priorizada"
"337455","BARTOLOME HERRERA",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",971,80,NA,-77.074082,-12.080887,"Priorizada"
"337460","1087 GRAL ROQUE SAENZ PEÑA",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",870,45,NA,-77.08933,-12.08751,"Priorizada"
"337511","0003 NUESTRA SEÑORA DEL CARMEN",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",575,28,NA,-77.100751,-12.080919,"Priorizada"
"337525","CRISTO JOVEN",150136,"LIMA","LIMA","SAN MIGUEL","Pública de gestión directa",551,30,NA,-77.09881,-12.08324,"Priorizada"
"337709","GRATUITO SAN JOSE",150136,"LIMA","LIMA","SAN MIGUEL","Privada",465,21,NA,-77.09036,-12.08472,"Priorizada"
"337771","NUESTRA SEÑORA DE LA ASUNCION",150136,"LIMA","LIMA","SAN MIGUEL","Privada",472,33,NA,-77.09816,-12.06692,"Priorizada"
