"IDDIST";"DISTRITO";"Código de Local Educativo";"Nombre de Local Educativo";"Gestión";"Número de Estudiantes";"Número de Docentes";"Siniestros Fatales Registrados";"Longitud";"Latitud";"Local Educativo Priorizado (preliminar)"
"060801";"JAEN";"119909";"001";"Pública de gestión directa";740;30;"NA";-78.80727;-5.70668;"Sí"
"060801";"JAEN";"119914";"006";"Pública de gestión directa";596;26;"NA";-78.8062;-5.71465;"Sí"
"060801";"JAEN";"119928";"010";"Pública de gestión directa";375;15;"NA";-78.8112;-5.7008;"Sí"
"060801";"JAEN";"119933";"011";"Pública de gestión directa";445;17;"NA";-78.8127;-5.7067;"Sí"
"060801";"JAEN";"119947";"013";"Pública de gestión directa";229;10;"NA";-78.8173;-5.7075;"No"
"060801";"JAEN";"119952";"018";"Pública de gestión directa";233;9;"NA";-78.8109;-5.7141;"No"
"060801";"JAEN";"119966";"019";"Pública de gestión directa";218;10;"NA";-78.796471;-5.715695;"No"
"060801";"JAEN";"119971";"022";"Pública de gestión directa";22;1;"NA";-78.7837;-5.7929;"No"
"060801";"JAEN";"119985";"023";"Pública de gestión directa";26;2;"NA";-78.755367;-5.838109;"No"
"060801";"JAEN";"119990";"028";"Pública de gestión directa";57;3;"NA";-78.7911;-5.6871;"No"
"060801";"JAEN";"120007";"029";"Pública de gestión directa";32;2;"NA";-78.846398;-5.744995;"No"
"060801";"JAEN";"120012";"032";"Pública de gestión directa";32;2;"1";-78.747983;-5.832784;"Sí"
"060801";"JAEN";"120031";"034";"Pública de gestión directa";167;9;"NA";-78.790027;-5.735607;"No"
"060801";"JAEN";"120045";"035";"Pública de gestión directa";11;1;"NA";-78.821599;-5.815124;"No"
"060801";"JAEN";"120050";"046";"Pública de gestión directa";25;2;"NA";-78.919457;-5.798189;"No"
"060801";"JAEN";"120069";"047";"Pública de gestión directa";26;2;"NA";-78.897601;-5.672019;"No"
"060801";"JAEN";"120074";"052";"Pública de gestión directa";14;1;"NA";-78.78414;-5.77446;"No"
"060801";"JAEN";"120088";"053";"Pública de gestión directa";284;10;"NA";-78.8085;-5.6968;"No"
"060801";"JAEN";"120093";"054";"Pública de gestión directa";17;1;"NA";-78.843832;-5.699796;"No"
"060801";"JAEN";"120106";"055";"Pública de gestión directa";158;7;"NA";-78.8016;-5.7224;"No"
"060801";"JAEN";"120111";"060";"Pública de gestión directa";10;1;"NA";-78.787629;-5.870815;"No"
"060801";"JAEN";"120130";"063";"Pública de gestión directa";12;1;"NA";-78.910718;-5.856531;"No"
"060801";"JAEN";"120149";"065";"Pública de gestión directa";91;4;"NA";-78.7906;-5.7392;"No"
"060801";"JAEN";"120154";"066";"Pública de gestión directa";22;1;"NA";-78.828989;-5.887609;"No"
"060801";"JAEN";"120168";"070";"Pública de gestión directa";71;3;"NA";-78.789;-5.7424;"No"
"060801";"JAEN";"120173";"071";"Pública de gestión directa";33;2;"NA";-78.8045;-5.7075;"No"
"060801";"JAEN";"120187";"072";"Pública de gestión directa";20;2;"NA";-78.854828;-5.867269;"No"
"060801";"JAEN";"120205";"080";"Pública de gestión directa";49;2;"NA";-78.80865;-5.71111;"No"
"060801";"JAEN";"120210";"081";"Pública de gestión directa";14;1;"NA";-78.770498;-5.849193;"No"
"060801";"JAEN";"120229";"086";"Pública de gestión directa";14;1;"NA";-78.910162;-5.736978;"No"
"060801";"JAEN";"120234";"087";"Pública de gestión directa";14;1;"NA";-78.825248;-5.830586;"No"
"060801";"JAEN";"120248";"097";"Pública de gestión directa";67;3;"NA";-78.8126;-5.7151;"No"
"060801";"JAEN";"120253";"16019";"Pública de gestión directa";71;9;"NA";-78.912617;-5.819402;"No"
"060801";"JAEN";"120267";"17001";"Pública de gestión directa";1072;42;"NA";-78.811462;-5.706852;"Sí"
"060801";"JAEN";"120272";"442";"Pública de gestión directa";5;1;"NA";-78.843076;-5.687607;"No"
"060801";"JAEN";"120286";"16002";"Pública de gestión directa";1032;44;"NA";-78.8131;-5.7054;"Sí"
"060801";"JAEN";"120291";"16003";"Pública de gestión directa";979;50;"NA";-78.8125;-5.7002;"Sí"
"060801";"JAEN";"120309";"16004";"Pública de gestión directa";978;41;"NA";-78.807;-5.7123;"Sí"
"060801";"JAEN";"120314";"16005 PEDRO EMILIO PAULET MOSTAJO";"Pública de gestión directa";729;31;"NA";-78.806462;-5.714135;"Sí"
"060801";"JAEN";"120328";"16007";"Pública de gestión directa";12;1;"NA";-78.843252;-5.687753;"No"
"060801";"JAEN";"120333";"16009";"Pública de gestión directa";19;2;"NA";-78.926915;-5.779637;"No"
"060801";"JAEN";"120347";"16011 SEÑOR DE LOS MILAGROS";"Pública de gestión directa";966;48;"NA";-78.801996;-5.720266;"Sí"
"060801";"JAEN";"120352";"16013";"Pública de gestión directa";82;5;"NA";-78.747502;-5.833211;"No"
"060801";"JAEN";"120366";"16016 CAMILO VALDIVIA TORRES";"Pública de gestión directa";12;1;"NA";-78.90299;-5.859457;"No"
"060801";"JAEN";"120371";"16017";"Pública de gestión directa";32;2;"NA";-78.930287;-5.80653;"No"
"060801";"JAEN";"120385";"16020";"Pública de gestión directa";53;9;"NA";-78.883645;-5.718766;"No"
"060801";"JAEN";"120390";"16022";"Pública de gestión directa";11;1;"NA";-78.91411;-5.789924;"No"
"060801";"JAEN";"120413";"16027";"Pública de gestión directa";22;1;"NA";-78.855284;-5.729403;"No"
"060801";"JAEN";"120427";"16029";"Pública de gestión directa";10;1;"NA";-78.839852;-5.805063;"No"
"060801";"JAEN";"120432";"16030";"Pública de gestión directa";86;9;"NA";-78.85382;-5.780136;"No"
"060801";"JAEN";"120446";"16031";"Pública de gestión directa";36;2;"NA";-78.871757;-5.783977;"No"
"060801";"JAEN";"120451";"16033";"Pública de gestión directa";6;1;"NA";-78.869454;-5.743001;"No"
"060801";"JAEN";"120470";"16038";"Pública de gestión directa";22;2;"NA";-78.869164;-5.682666;"No"
"060801";"JAEN";"120489";"16042 FRANCISCO BOLOGNESI";"Pública de gestión directa";388;18;"1";-78.792669;-5.688487;"Sí"
"060801";"JAEN";"120494";"16043";"Pública de gestión directa";38;3;"NA";-78.844849;-5.700055;"No"
"060801";"JAEN";"120502";"16044";"Pública de gestión directa";628;31;"NA";-78.819;-5.7063;"Sí"
"060801";"JAEN";"120516";"16045";"Pública de gestión directa";27;2;"NA";-78.786521;-5.874529;"No"
"060801";"JAEN";"120521";"16046";"Pública de gestión directa";22;2;"NA";-78.835967;-5.767621;"No"
"060801";"JAEN";"120535";"16047";"Pública de gestión directa";5;1;"NA";-78.892269;-5.691343;"No"
"060801";"JAEN";"120540";"16048";"Pública de gestión directa";44;3;"NA";-78.783143;-5.794461;"No"
"060801";"JAEN";"120559";"16049 INMACULADA CONCEPCION";"Pública de gestión directa";944;45;"NA";-78.7964;-5.7151;"Sí"
"060801";"JAEN";"120564";"16060";"Pública de gestión directa";25;2;"NA";-78.929145;-5.697623;"No"
"060801";"JAEN";"120578";"16061";"Pública de gestión directa";15;1;"NA";-78.836318;-5.784833;"No"
"060801";"JAEN";"120583";"16062";"Pública de gestión directa";110;14;"NA";-78.867687;-5.752334;"No"
"060801";"JAEN";"120597";"16065 GRLMO. JOSE DE SAN MARTIN";"Pública de gestión directa";68;10;"NA";-78.821105;-5.813732;"No"
"060801";"JAEN";"120601";"16071";"Pública de gestión directa";5;1;"NA";-78.874388;-5.899862;"No"
"060801";"JAEN";"120615";"16073";"Pública de gestión directa";16;2;"NA";-78.853589;-5.686908;"No"
"060801";"JAEN";"120620";"16074";"Pública de gestión directa";60;3;"NA";-78.766022;-5.664197;"No"
"060801";"JAEN";"120639";"16108 FERNANDO BELAUNDE TERRY";"Pública de gestión directa";98;10;"NA";-78.829552;-5.886667;"No"
"060801";"JAEN";"120644";"16174";"Pública de gestión directa";9;1;"NA";-78.784185;-5.774444;"No"
"060801";"JAEN";"120658";"16548";"Pública de gestión directa";7;1;"NA";-78.847217;-5.812268;"No"
"060801";"JAEN";"120663";"16549";"Pública de gestión directa";3;1;"NA";-78.833647;-5.72882;"No"
"060801";"JAEN";"120677";"16550";"Pública de gestión directa";12;1;"NA";-78.875256;-5.834639;"No"
"060801";"JAEN";"120682";"16553";"Pública de gestión directa";13;1;"NA";-78.858658;-5.845438;"No"
"060801";"JAEN";"120700";"16556";"Pública de gestión directa";1;1;"NA";-78.8975;-5.6537;"No"
"060801";"JAEN";"120719";"16558";"Pública de gestión directa";82;10;"NA";-78.933055;-5.682864;"No"
"060801";"JAEN";"120724";"16559";"Pública de gestión directa";22;2;"NA";-78.91892;-5.68201;"No"
"060801";"JAEN";"120738";"16650";"Pública de gestión directa";2;1;"NA";-78.822686;-5.75195;"No"
"060801";"JAEN";"120757";"16658";"Pública de gestión directa";6;1;"NA";-78.913967;-5.704945;"No"
"060801";"JAEN";"120762";"16750";"Pública de gestión directa";9;1;"NA";-78.812;-5.81475;"No"
"060801";"JAEN";"120776";"16803";"Pública de gestión directa";7;1;"NA";-78.80183;-5.755958;"No"
"060801";"JAEN";"120781";"16804";"Pública de gestión directa";7;1;"NA";-78.804334;-5.771623;"No"
"060801";"JAEN";"120795";"16808";"Pública de gestión directa";11;1;"NA";-78.865455;-5.731697;"No"
