"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"339685","MANUEL CASALINO GRIEVE",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",508,22,NA,-76.9298,-12.16382,"Priorizada"
"346214","515 JUAN XXIII",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",433,16,NA,-76.93775,-12.1589,"Priorizada"
"346228","516",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",331,15,NA,-76.9534,-12.16585,"Priorizada"
"346247","523 VILLA YRASEMA",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",340,15,NA,-76.95351,-12.15566,"Priorizada"
"346252","524",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",475,19,NA,-76.93307,-12.1736,"Priorizada"
"346266","525 REYNA DEL CARMEN",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",631,26,NA,-76.90509,-12.2085,"Priorizada"
"346313","7226-562 JOSE OLAYA BALANDRA",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",1145,61,NA,-76.92546,-12.18182,"Priorizada"
"346346","643 DIVINO NIÑO JESUS DE PRAGA",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",404,17,NA,-76.90907,-12.22022,"Priorizada"
"346469","652 20",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",865,36,NA,-76.94447,-12.17358,"Priorizada"
"346493","652 29",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",595,26,NA,-76.95106,-12.15825,"Priorizada"
"346501","652 30",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",543,23,NA,-76.94249,-12.15681,"Priorizada"
"346515","6011 SANTISIMA VIRGEN DE FATIMA",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",1421,58,NA,-76.93345,-12.17389,"Priorizada"
"346520","6014",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",751,38,NA,-76.93267,-12.17383,"Priorizada"
"346539","6015 SANTISIMO SAGRADO CORAZON DE JESUS",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",1138,45,NA,-76.90608,-12.21169,"Priorizada"
"346544","6019 MARIANO MELGAR",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",996,62,NA,-76.9476,-12.17847,"Priorizada"
"346558","6020 MICAELA BASTIDAS",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",1216,66,NA,-76.94849,-12.17549,"Priorizada"
"346563","6022",150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO","Pública de gestión directa",669,29,NA,-76.94885,-12.1674,"Priorizada"
