"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"172100","EL CASTILLO DE LA GRAN FAMILIA",210101,"PUNO","PUNO","PUNO","Privada",47,6,1,-70.01739,-15.84749,"Priorizada"
"440933","MARIA AUXILIADORA",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",2068,138,NA,-70.032551,-15.838498,"Priorizada"
"441089","INDEPENDENCIA NACIONAL",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",679,52,NA,-70.027684,-15.831365,"Priorizada"
"441145","70064 SAN MARTIN DE PORRES",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",99,7,1,-70.017154,-15.856396,"Priorizada"
"441287","70001",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",578,32,NA,-70.031459,-15.839781,"Priorizada"
"441292","70003 SAGRADO CORAZON DE JESUS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",700,37,NA,-70.021202,-15.84083,"Priorizada"
"441305","70005 CORAZON DE JESUS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1017,46,NA,-70.026032,-15.841065,"Priorizada"
"441310","GRAN UNIDAD ESCOLAR SAN CARLOS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",3348,206,NA,-70.02443,-15.840344,"Priorizada"
"441348","70024",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",593,33,NA,-70.01849,-15.845818,"Priorizada"
"441367","70035",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",548,30,NA,-70.019501,-15.829512,"Priorizada"
"441522","70623",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",396,34,NA,-70.017613,-15.853321,"Priorizada"
"441560","VILLA DEL LAGO",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",405,44,NA,-70.014508,-15.859773,"Priorizada"
"441616","71001 ALMIRANTE MIGUEL GRAU",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1022,48,NA,-70.023897,-15.839062,"Priorizada"
"441621","GLORIOSO SAN CARLOS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1297,58,1,-70.023572,-15.83523,"Priorizada"
"441640","GLORIOSO SAN CARLOS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1243,103,NA,-70.027239,-15.837603,"Priorizada"
"441664","SANTA ROSA",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1036,74,NA,-70.02985,-15.841331,"Priorizada"
"441678","32",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",781,72,1,-70.017189,-15.847185,"Priorizada"
"441683","45 EMILIO ROMERO PADILLA",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",1038,64,NA,-70.025192,-15.841397,"Priorizada"
"441697","CARLOS RUBINA BURGOS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",418,28,NA,-70.029171,-15.839708,"Priorizada"
"441715","JOSE CARLOS MARIATEGUI APLICACION UNA",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",353,21,NA,-70.017037,-15.82745,"Priorizada"
"441819","LA INMACULADA",210101,"PUNO","PUNO","PUNO","Privada",771,40,NA,-70.023737,-15.841857,"Priorizada"
"441824","NUESTRA SEÑORA DE LA MERCED",210101,"PUNO","PUNO","PUNO","Privada",1159,58,NA,-70.024328,-15.837837,"Priorizada"
"441862","ADVENTISTA PUNO",210101,"PUNO","PUNO","PUNO","Privada",548,32,NA,-70.02933,-15.83649,"Priorizada"
"441876","SAN JUAN BAUTISTA",210101,"PUNO","PUNO","PUNO","Privada",762,40,NA,-70.029819,-15.840065,"Priorizada"
"441895","VILLA DE FATIMA",210101,"PUNO","PUNO","PUNO","Privada",366,13,NA,-70.029254,-15.836178,"Priorizada"
"577803","CLAUDIO GALENO",210101,"PUNO","PUNO","PUNO","Privada",826,44,NA,-70.027213,-15.836925,"Priorizada"
"811537","SAN IGNACIO DE LOYOLA",210101,"PUNO","PUNO","PUNO","Privada",518,25,NA,-70.011017,-15.865781,"Priorizada"
"825011","COLVER",210101,"PUNO","PUNO","PUNO","Privada",488,23,NA,-70.025615,-15.841445,"Priorizada"
"833940","YACHAY SCHOOL",210101,"CAJAMARCA","CAJABAMBA","CAJABAMBA","Privada",494,13,NA,-70.0178,-15.8298,"Priorizada"
"848710","SAN MARTIN DE PORRES",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",61,3,1,-70.01702,-15.85649,"Priorizada"
"855753","70025 INDEPENDENCIA NACIONAL",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",367,30,NA,-70.02768,-15.83136,"Priorizada"
"856026","CRAMER",210101,"PUNO","PUNO","PUNO","Privada",484,64,NA,-70.01533,-15.85586,"Priorizada"
"857318","JOSE ANTONIO ENCINAS",210101,"PUNO","PUNO","PUNO","Pública de gestión directa",387,33,NA,-70.03429,-15.83883,"Priorizada"
"907634","JAMES BALDWIN",210101,"PUNO","PUNO","PUNO","Privada",520,40,NA,-70.023615,-15.845125,"Priorizada"
